iter	Logloss	Accuracy
340	0.2075251455	0.9341085271
341	0.2074216272	0.9360465116
342	0.207295913	0.9360465116
343	0.2071536069	0.9341085271
344	0.2070728906	0.9350775194
345	0.2068588328	0.9360465116
346	0.2065869108	0.9360465116
347	0.2062549469	0.9360465116
348	0.2061539922	0.9360465116
349	0.2058443083	0.9360465116
350	0.2055268041	0.9350775194
351	0.2054266719	0.9350775194
352	0.2051097969	0.9350775194
353	0.2049896585	0.9360465116
354	0.2049655388	0.9360465116
355	0.2048064054	0.9360465116
356	0.204487605	0.9350775194
357	0.2043783252	0.9350775194
358	0.204269689	0.9350775194
359	0.2040117245	0.9350775194
360	0.2039251562	0.9350775194
361	0.2036414749	0.9350775194
362	0.2034646448	0.9350775194
363	0.2032903372	0.9350775194
364	0.20312899	0.9350775194
365	0.2029094962	0.9360465116
366	0.2027381265	0.9360465116
367	0.2026176152	0.9360465116
368	0.2025296777	0.9370155039
369	0.2023647214	0.9360465116
370	0.2021787694	0.9360465116
371	0.2018989001	0.9360465116
372	0.2017996487	0.9370155039
373	0.2014950967	0.9370155039
374	0.2012417223	0.9370155039
375	0.2010182944	0.9370155039
376	0.2008157311	0.9360465116
377	0.2007030393	0.9360465116
378	0.2004975144	0.9360465116
379	0.2004765488	0.9360465116
380	0.2001666664	0.9360465116
381	0.2000360217	0.9360465116
382	0.1998182181	0.9379844961
383	0.1997561841	0.9379844961
384	0.1995419369	0.9379844961
385	0.1993499446	0.9379844961
386	0.1990297126	0.9370155039
387	0.1988967629	0.9379844961
388	0.1986041442	0.9370155039
389	0.1983515412	0.9370155039
390	0.1981805179	0.9370155039
391	0.1980759831	0.9379844961
392	0.1980172351	0.9379844961
393	0.1979436552	0.9379844961
394	0.1978540462	0.9379844961
395	0.1976641182	0.9379844961
396	0.1976227922	0.9379844961
397	0.1975091145	0.9379844961
398	0.1972133968	0.9379844961
399	0.1969725484	0.9379844961
400	0.1967221708	0.9379844961
401	0.1965525023	0.9379844961
402	0.1963340362	0.9379844961
403	0.196283445	0.9379844961
404	0.196102818	0.9379844961
405	0.1959785277	0.9379844961
406	0.195898966	0.9379844961
407	0.195712296	0.9379844961
408	0.1955520675	0.9379844961
409	0.1954445509	0.9379844961
410	0.1952946175	0.9379844961
411	0.1951493742	0.9379844961
412	0.195044373	0.9379844961
413	0.1947529259	0.9379844961
414	0.1945935437	0.9379844961
415	0.1945577246	0.9379844961
416	0.1943403852	0.9389534884
417	0.1942173688	0.9389534884
418	0.1940361553	0.9389534884
419	0.1938393722	0.9389534884
420	0.1937112649	0.9389534884
421	0.1936600084	0.9389534884
422	0.1934711955	0.9389534884
423	0.1932481242	0.9389534884
424	0.1931174663	0.9389534884
425	0.1930551561	0.9389534884
426	0.1928642177	0.9389534884
427	0.1927109823	0.9389534884
428	0.1926196577	0.9389534884
429	0.192502629	0.9399224806
430	0.1923066565	0.9399224806
431	0.1921126162	0.9399224806
432	0.1919360722	0.9399224806
433	0.1918435166	0.9399224806
434	0.1916554313	0.9399224806
435	0.1914756653	0.9399224806
436	0.1914109005	0.9399224806
437	0.1912837154	0.9399224806
438	0.1912400017	0.9399224806
439	0.1912173129	0.9399224806
440	0.1910385609	0.9399224806
441	0.1909246755	0.9399224806
442	0.1907864124	0.9399224806
443	0.1906114708	0.9399224806
444	0.1903773942	0.9399224806
445	0.1901848352	0.9399224806
446	0.190013649	0.9399224806
447	0.1898033847	0.9399224806
448	0.1895961267	0.9399224806
449	0.1894415844	0.9399224806
450	0.1893229773	0.9399224806
451	0.1891428503	0.9399224806
452	0.1891279876	0.9399224806
453	0.1889600763	0.9399224806
454	0.18885931	0.9399224806
455	0.1887410407	0.9399224806
456	0.188589835	0.9399224806
457	0.1885137993	0.9399224806
458	0.1883334344	0.9399224806
459	0.1882616679	0.9399224806
460	0.1881294539	0.9399224806
461	0.1880536692	0.9399224806
462	0.1878522475	0.9399224806
463	0.1877287792	0.9399224806
464	0.1876778469	0.9399224806
465	0.1874802894	0.9399224806
466	0.1873735821	0.9399224806
467	0.1872711762	0.9399224806
468	0.1871492294	0.9399224806
469	0.1870573518	0.9399224806
470	0.1869159441	0.9399224806
471	0.1868507085	0.9399224806
472	0.1867405114	0.9399224806
473	0.1866559972	0.9399224806
474	0.1865375789	0.9399224806
475	0.1863700441	0.9399224806
476	0.1862921239	0.9408914729
477	0.1860634413	0.9399224806
478	0.1860465918	0.9399224806
479	0.1858747035	0.9408914729
480	0.1857830975	0.9408914729
481	0.1857096765	0.9408914729
482	0.1855766435	0.9408914729
483	0.1854300527	0.9408914729
484	0.1853507657	0.9408914729
485	0.185212642	0.9408914729
486	0.1850528099	0.9408914729
487	0.1850264071	0.9418604651
488	0.1848656329	0.9418604651
489	0.1846718806	0.9408914729
490	0.1845292999	0.9418604651
491	0.1844258258	0.9428294574
492	0.184343445	0.9428294574
493	0.1842261387	0.9428294574
494	0.1839956615	0.9428294574
495	0.1839626063	0.9428294574
496	0.18385316	0.9428294574
497	0.1837513204	0.9428294574
498	0.1835765389	0.9428294574
499	0.1834634742	0.9428294574
500	0.1832482792	0.9428294574
501	0.1831816022	0.9428294574
502	0.183009992	0.9428294574
503	0.1828634133	0.9428294574
504	0.1828084545	0.9428294574
505	0.1826288098	0.9428294574
506	0.1825943002	0.9428294574
507	0.1824768425	0.9428294574
508	0.1823191937	0.9428294574
509	0.1821494052	0.9428294574
510	0.1819734557	0.9428294574
511	0.1818338904	0.9428294574
512	0.18170865	0.9428294574
513	0.181615967	0.9428294574
514	0.1815573895	0.9428294574
515	0.1814362076	0.9428294574
516	0.1812585582	0.9437984496
517	0.181066137	0.9437984496
518	0.1809190031	0.9437984496
519	0.1808236975	0.9437984496
520	0.1808183817	0.9437984496
521	0.1806949984	0.9437984496
522	0.1806616829	0.9437984496
523	0.1803243688	0.9437984496
524	0.1802486418	0.9437984496
525	0.180154964	0.9437984496
526	0.1801048792	0.9437984496
527	0.179994588	0.9437984496
528	0.1799498496	0.9437984496
529	0.179814218	0.9437984496
530	0.1796319581	0.9437984496
531	0.1795490865	0.9437984496
532	0.1795009075	0.9437984496
533	0.1794890981	0.9437984496
534	0.1792926732	0.9437984496
535	0.1791289244	0.9437984496
536	0.1790850289	0.9437984496
537	0.1790562329	0.9437984496
538	0.1789398905	0.9447674419
539	0.1788516366	0.9447674419
540	0.1788271915	0.9447674419
541	0.178701692	0.9447674419
542	0.1785476091	0.9447674419
543	0.1783212718	0.9447674419
544	0.1782495378	0.9447674419
545	0.1782393065	0.9447674419
546	0.1781909177	0.9447674419
547	0.1781670501	0.9447674419
548	0.1780346582	0.9447674419
549	0.1778852974	0.9447674419
550	0.1778517417	0.9447674419
551	0.1776301305	0.9447674419
552	0.1775769975	0.9457364341
553	0.1775379312	0.9457364341
554	0.1774195467	0.9457364341
555	0.1773993011	0.9457364341
556	0.1773833808	0.9457364341
557	0.177322222	0.9457364341
558	0.1772827369	0.9457364341
559	0.1771962774	0.9457364341
560	0.1771465401	0.9457364341
561	0.1771151034	0.9457364341
562	0.1769629937	0.9457364341
563	0.1768684274	0.9457364341
564	0.176794004	0.9457364341
565	0.1766605609	0.9457364341
566	0.176611634	0.9467054264
567	0.1764158796	0.9467054264
568	0.1763216957	0.9467054264
569	0.1763048491	0.9467054264
570	0.176140823	0.9467054264
571	0.1761207534	0.9467054264
572	0.1759327351	0.9467054264
573	0.1758348876	0.9467054264
574	0.1756344434	0.9467054264
575	0.1756094794	0.9467054264
576	0.1755522213	0.9467054264
577	0.175497067	0.9467054264
578	0.1753844183	0.9467054264
579	0.1752955349	0.9467054264
580	0.1751645086	0.9467054264
581	0.1750706421	0.9467054264
582	0.175037197	0.9467054264
583	0.1749746142	0.9467054264
584	0.1749664418	0.9467054264
585	0.1748739535	0.9467054264
586	0.1747307745	0.9467054264
587	0.174576574	0.9476744186
588	0.174557902	0.9476744186
589	0.1744590492	0.9476744186
590	0.174369547	0.9476744186
591	0.1742987166	0.9476744186
592	0.1741057024	0.9476744186
593	0.1738931	0.9476744186
594	0.1737398586	0.9476744186
595	0.1737023627	0.9476744186
596	0.1736396229	0.9476744186
597	0.173541397	0.9476744186
598	0.1734299358	0.9476744186
599	0.1733890689	0.9476744186
600	0.173301797	0.9476744186
601	0.1731006485	0.9476744186
602	0.1729462663	0.9476744186
603	0.1728872258	0.9476744186
604	0.1728122917	0.9476744186
605	0.1728005036	0.9476744186
606	0.1727377853	0.9476744186
607	0.1726605927	0.9476744186
608	0.1724997469	0.9476744186
609	0.1723107662	0.9476744186
610	0.1722879597	0.9476744186
611	0.1720718424	0.9476744186
612	0.1720423474	0.9476744186
613	0.1718316306	0.9476744186
614	0.1717912673	0.9476744186
615	0.1715977555	0.9476744186
616	0.1713855307	0.9476744186
617	0.1713023903	0.9476744186
618	0.1711191502	0.9476744186
619	0.171087482	0.9476744186
620	0.1708721373	0.9476744186
621	0.1708398067	0.9476744186
622	0.1706762448	0.9476744186
623	0.17057093	0.9476744186
624	0.1704958892	0.9476744186
625	0.1704038972	0.9476744186
626	0.1702732993	0.9476744186
627	0.1701775656	0.9476744186
628	0.1700748038	0.9476744186
629	0.1699480954	0.9476744186
630	0.1698753521	0.9476744186
631	0.1698667512	0.9476744186
632	0.1697809377	0.9476744186
633	0.1695925327	0.9476744186
634	0.1695570751	0.9476744186
635	0.1694383414	0.9476744186
636	0.1693203158	0.9476744186
637	0.1692542805	0.9476744186
638	0.1692216454	0.9476744186
639	0.1691057353	0.9476744186
640	0.1690322563	0.9476744186
641	0.1689465658	0.9476744186
642	0.1688706637	0.9476744186
643	0.1686959593	0.9476744186
644	0.1685511121	0.9476744186
645	0.1683406852	0.9476744186
646	0.1682656063	0.9476744186
647	0.1682070948	0.9476744186
648	0.1681090626	0.9476744186
649	0.1680001807	0.9476744186
650	0.1679276499	0.9476744186
651	0.167752925	0.9476744186
652	0.1677038834	0.9476744186
653	0.167458656	0.9476744186
654	0.1673194718	0.9505813953
655	0.1672753316	0.9505813953
656	0.1671660119	0.9505813953
657	0.167000779	0.9496124031
658	0.1669207716	0.9486434109
659	0.1667569665	0.9486434109
660	0.1665521106	0.9496124031
661	0.1663903383	0.9496124031
662	0.1662609074	0.9496124031
663	0.166185381	0.9496124031
664	0.1660602718	0.9496124031
665	0.1660099462	0.9496124031
666	0.1657876639	0.9515503876
667	0.1657804001	0.9515503876
668	0.1656561512	0.9515503876
669	0.1655833503	0.9515503876
670	0.165552603	0.9515503876
671	0.1654647418	0.9515503876
672	0.1653672749	0.9515503876
673	0.165263566	0.9515503876
674	0.1651740614	0.9515503876
675	0.1651416576	0.9515503876
676	0.1650020919	0.9515503876
677	0.1649012608	0.9515503876
678	0.164741053	0.9515503876
679	0.1647104266	0.9515503876
680	0.1646082865	0.9515503876
681	0.1645752558	0.9515503876
682	0.1644376183	0.9515503876
683	0.1644168597	0.9515503876
684	0.1642681904	0.9515503876
685	0.1640651128	0.9515503876
686	0.1639861124	0.9515503876
687	0.1639746005	0.9515503876
688	0.163913881	0.9515503876
689	0.1639025285	0.9515503876
690	0.163841964	0.9515503876
691	0.1634601871	0.9515503876
692	0.1633367169	0.9515503876
693	0.1632387125	0.9515503876
694	0.16304641	0.9515503876
695	0.1627826831	0.9515503876
696	0.1627326908	0.9515503876
697	0.1626870168	0.9515503876
698	0.1626274437	0.9515503876
699	0.1625811715	0.9515503876
700	0.1625271025	0.9515503876
701	0.1622902386	0.9525193798
702	0.1622094212	0.9515503876
703	0.1621303975	0.9525193798
704	0.1620069759	0.9525193798
705	0.161942714	0.9525193798
706	0.1618224922	0.9525193798
707	0.1617139722	0.9515503876
708	0.1614902214	0.9525193798
709	0.1613974858	0.9525193798
710	0.1612424252	0.9534883721
711	0.1612059893	0.9534883721
712	0.1610216469	0.9534883721
713	0.1609227198	0.9534883721
714	0.1608225841	0.9544573643
715	0.1607914175	0.9544573643
716	0.1606645549	0.9544573643
717	0.1605638045	0.9544573643
718	0.160524951	0.9544573643
719	0.1604897611	0.9544573643
720	0.160376152	0.9544573643
721	0.1602192331	0.9544573643
722	0.1601542785	0.9544573643
723	0.1601161421	0.9544573643
724	0.1600542899	0.9544573643
725	0.1599384824	0.9544573643
726	0.1598390419	0.9544573643
727	0.1598087017	0.9544573643
728	0.1596968923	0.9544573643
729	0.1596448551	0.9544573643
730	0.1595119566	0.9544573643
731	0.1594557725	0.9544573643
732	0.159312963	0.9544573643
733	0.1592636724	0.9544573643
734	0.15914039	0.9544573643
735	0.159093934	0.9544573643
736	0.158955898	0.9544573643
737	0.158919677	0.9544573643
738	0.1588108736	0.9544573643
739	0.1586968072	0.9544573643
740	0.1586624003	0.9544573643
741	0.1585734438	0.9544573643
742	0.158414983	0.9544573643
743	0.1582908979	0.9544573643
744	0.158218129	0.9544573643
745	0.158064927	0.9554263566
746	0.1578590644	0.9554263566
747	0.1578308848	0.9554263566
748	0.157661703	0.9554263566
749	0.1576329269	0.9554263566
750	0.1576232521	0.9554263566
751	0.1575480306	0.9554263566
752	0.1574751194	0.9554263566
753	0.15744668	0.9554263566
754	0.1573934708	0.9554263566
755	0.1572581388	0.9563953488
756	0.1570419429	0.9563953488
757	0.1568776882	0.9563953488
758	0.1567615024	0.9563953488
759	0.1566974252	0.9563953488
760	0.1566076751	0.9563953488
761	0.1564529147	0.9563953488
762	0.156347996	0.9563953488
763	0.1561797181	0.9563953488
764	0.1560943833	0.9563953488
765	0.1559697823	0.9563953488
766	0.1558685703	0.9563953488
767	0.1558127809	0.9563953488
768	0.1557786566	0.9563953488
769	0.1557676503	0.9563953488
770	0.1556764739	0.9563953488
771	0.1555724089	0.9563953488
772	0.1555095652	0.9563953488
773	0.155334722	0.9563953488
774	0.1552771557	0.9563953488
775	0.1551602082	0.9563953488
776	0.1550850844	0.9563953488
777	0.1550476154	0.9563953488
778	0.1549624259	0.9563953488
779	0.1549330745	0.9563953488
780	0.1548715705	0.9563953488
781	0.1548419223	0.9563953488
782	0.1547366625	0.9563953488
783	0.1546287837	0.9563953488
784	0.1545215004	0.9563953488
785	0.1544536623	0.9563953488
786	0.1543978876	0.9563953488
787	0.1542441402	0.9563953488
788	0.1539974229	0.9563953488
789	0.1538790064	0.9563953488
790	0.1537761838	0.9563953488
791	0.1536380173	0.9563953488
792	0.1534259173	0.9563953488
793	0.1534177858	0.9563953488
794	0.1533700546	0.9563953488
795	0.1532175983	0.9563953488
796	0.1530705571	0.9563953488
797	0.1528644846	0.9563953488
798	0.1527808104	0.9563953488
799	0.1527322469	0.9563953488
800	0.1526551639	0.9563953488
801	0.1526274421	0.9563953488
802	0.1525949077	0.9563953488
803	0.1525015729	0.9563953488
804	0.1523577302	0.9573643411
805	0.1522093932	0.9573643411
806	0.1521443496	0.9573643411
807	0.1520494014	0.9573643411
808	0.1519698903	0.9573643411
809	0.1519046623	0.9573643411
810	0.1517994754	0.9573643411
811	0.1517389395	0.9573643411
812	0.151709879	0.9573643411
813	0.151685984	0.9573643411
814	0.1515926417	0.9573643411
815	0.1515237687	0.9573643411
816	0.151407843	0.9573643411
817	0.1514021545	0.9573643411
818	0.1513823651	0.9573643411
819	0.1513083902	0.9573643411
820	0.1511099434	0.9573643411
821	0.1510108265	0.9573643411
822	0.150862293	0.9573643411
823	0.1507218118	0.9573643411
824	0.1506181584	0.9573643411
825	0.1505224367	0.9573643411
826	0.150428259	0.9573643411
827	0.1503434191	0.9573643411
828	0.1502565068	0.9573643411
829	0.1501201138	0.9573643411
830	0.1500450977	0.9573643411
831	0.1499465156	0.9573643411
832	0.1498172298	0.9573643411
833	0.1498095516	0.9573643411
834	0.1497965079	0.9573643411
835	0.1496605539	0.9573643411
836	0.1495510474	0.9573643411
837	0.1495270254	0.9573643411
838	0.1493640661	0.9573643411
839	0.1493150413	0.9573643411
840	0.1492527604	0.9573643411
841	0.149163537	0.9573643411
842	0.1490811564	0.9573643411
843	0.1490220365	0.9573643411
844	0.1488979144	0.9573643411
845	0.1488304254	0.9573643411
846	0.1487398691	0.9573643411
847	0.1485922917	0.9573643411
848	0.1485323463	0.9573643411
849	0.1485133388	0.9573643411
850	0.1484577323	0.9573643411
851	0.1483764982	0.9573643411
852	0.1482580876	0.9573643411
853	0.1482133646	0.9573643411
854	0.1481444053	0.9573643411
855	0.1480263627	0.9573643411
856	0.1479691885	0.9573643411
857	0.147867214	0.9573643411
858	0.1478111209	0.9573643411
859	0.1476979486	0.9573643411
860	0.1475557047	0.9573643411
861	0.1474947568	0.9573643411
862	0.1474434552	0.9573643411
863	0.1473711052	0.9573643411
864	0.147341792	0.9573643411
865	0.1472851785	0.9573643411
866	0.147104202	0.9573643411
867	0.1469839739	0.9573643411
868	0.1468610083	0.9573643411
869	0.1468401251	0.9573643411
870	0.1467723067	0.9573643411
871	0.1467239809	0.9573643411
872	0.1466787467	0.9573643411
873	0.1466250921	0.9573643411
874	0.1465102162	0.9573643411
875	0.1464826156	0.9573643411
876	0.1463946581	0.9573643411
877	0.1463398147	0.9573643411
878	0.1462444429	0.9573643411
879	0.1462185563	0.9573643411
880	0.1461165073	0.9573643411
