iter	Logloss	Accuracy
881	0.1460777732	0.9573643411
882	0.1460002093	0.9573643411
883	0.145865779	0.9573643411
884	0.14583009	0.9573643411
885	0.1458242776	0.9573643411
886	0.1457425398	0.9573643411
887	0.1457145839	0.9573643411
888	0.1455719047	0.9573643411
889	0.1454630901	0.9573643411
890	0.1454224708	0.9573643411
891	0.1453739883	0.9573643411
892	0.1453309893	0.9573643411
893	0.1452173361	0.9573643411
894	0.1450754685	0.9573643411
895	0.1450462897	0.9573643411
896	0.1450222308	0.9573643411
897	0.1448571194	0.9573643411
898	0.1448083759	0.9573643411
899	0.1447069615	0.9573643411
900	0.1446559732	0.9573643411
901	0.1445442132	0.9573643411
902	0.1444304176	0.9573643411
903	0.1443237864	0.9573643411
904	0.1442176171	0.9573643411
905	0.1441343753	0.9573643411
906	0.1440740142	0.9573643411
907	0.1440218287	0.9573643411
908	0.1439410071	0.9573643411
909	0.1438743257	0.9573643411
910	0.1438060901	0.9573643411
911	0.1437374806	0.9573643411
912	0.14369129	0.9573643411
913	0.143644448	0.9573643411
914	0.1435076527	0.9573643411
915	0.1434320929	0.9573643411
916	0.1433377406	0.9583333333
917	0.1431636831	0.9583333333
918	0.1431119225	0.9583333333
919	0.1430824314	0.9583333333
920	0.1429738793	0.9593023256
921	0.1428658172	0.9593023256
922	0.1427992138	0.9593023256
923	0.142697568	0.9593023256
924	0.1425675696	0.9593023256
925	0.1425167995	0.9593023256
926	0.1424989518	0.9593023256
927	0.1424621048	0.9593023256
928	0.1424112932	0.9593023256
929	0.1423586265	0.9593023256
930	0.1423509646	0.9593023256
931	0.1422266173	0.9593023256
932	0.1421349135	0.9593023256
933	0.1421048515	0.9593023256
934	0.1420964684	0.9593023256
935	0.1419885289	0.9593023256
936	0.1419713108	0.9593023256
937	0.1419543911	0.9593023256
938	0.1418155346	0.9593023256
939	0.1417519606	0.9593023256
940	0.1416575872	0.9593023256
941	0.1416132224	0.9593023256
942	0.1416079508	0.9593023256
943	0.141561925	0.9593023256
944	0.1415320447	0.9593023256
945	0.1413123542	0.9593023256
946	0.1412643868	0.9593023256
947	0.1411068891	0.9593023256
948	0.140875601	0.9612403101
949	0.1408063984	0.9612403101
950	0.1406961102	0.9612403101
951	0.1406879031	0.9612403101
952	0.1406540787	0.9612403101
953	0.1405520065	0.9602713178
954	0.1404322983	0.9602713178
955	0.1404161347	0.9602713178
956	0.1403020411	0.9602713178
957	0.1402297393	0.9602713178
958	0.1400714347	0.9602713178
959	0.1400260286	0.9602713178
960	0.1399243516	0.9602713178
961	0.1398477825	0.9602713178
962	0.1398000455	0.9602713178
963	0.13976568	0.9602713178
964	0.1397235412	0.9602713178
965	0.1397000421	0.9602713178
966	0.1395748099	0.9602713178
967	0.139528287	0.9602713178
968	0.1393996005	0.9602713178
969	0.1393544244	0.9602713178
970	0.1393079282	0.9602713178
971	0.1392002763	0.9602713178
972	0.1390849964	0.9612403101
973	0.1389501179	0.9612403101
974	0.1389016079	0.9612403101
975	0.1388311141	0.9612403101
976	0.1388158189	0.9612403101
977	0.1387725314	0.9612403101
978	0.1387152478	0.9612403101
979	0.1386330546	0.9612403101
980	0.1385961523	0.9612403101
981	0.1385342892	0.9612403101
982	0.1384260013	0.9612403101
983	0.1383448609	0.9612403101
984	0.1381988241	0.9612403101
985	0.1381334899	0.9612403101
986	0.1381134201	0.9612403101
987	0.1379926641	0.9612403101
988	0.1378112879	0.9612403101
989	0.1378028991	0.9612403101
990	0.137760858	0.9612403101
991	0.1377303479	0.9612403101
992	0.1376191398	0.9612403101
993	0.1375738201	0.9612403101
994	0.137522136	0.9612403101
995	0.1374425802	0.9612403101
996	0.1374059316	0.9612403101
997	0.1373915042	0.9612403101
998	0.1372142879	0.9612403101
999	0.1371295858	0.9612403101
